,name,rating,reviews,ctype,hq,old,employees
9298,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9299,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9300,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9301,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9302,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9303,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9304,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9305,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9306,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9307,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9308,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9309,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9310,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9311,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9312,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9313,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9314,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9315,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9316,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9317,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9318,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9319,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9320,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9321,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9322,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9323,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9324,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9325,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9326,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9327,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9328,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9329,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9330,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9331,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9332,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9333,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9334,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9335,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9336,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9337,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9338,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9339,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9340,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9341,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9342,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9343,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9344,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9345,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9346,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9347,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9348,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9349,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9350,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9351,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9352,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9353,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9354,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9355,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9356,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9357,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9358,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9359,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9360,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9361,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9362,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9363,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9364,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9365,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9366,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9367,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9368,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9369,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9370,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9371,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9372,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9373,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9374,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9375,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9376,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9377,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9378,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9379,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9380,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9381,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9382,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9383,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9384,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9385,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9386,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9387,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9388,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9389,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9390,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9391,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9392,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9393,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9394,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9395,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9396,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9397,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9398,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9399,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9400,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9401,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9402,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9403,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9404,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9405,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9406,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9407,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9408,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9409,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9410,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9411,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9412,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9413,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9414,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9415,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9416,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9417,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9418,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9419,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9420,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9421,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9422,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9423,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9424,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9425,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9426,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9427,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9428,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9429,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9430,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9431,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9432,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9433,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9434,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9435,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9436,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9437,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9438,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9439,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9440,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9441,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9442,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9443,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9444,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9445,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9446,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9447,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9448,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9449,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9450,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9451,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9452,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9453,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9454,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9455,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9456,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9457,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9458,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9459,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9460,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9461,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9462,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9463,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9464,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9465,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9466,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9467,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9468,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9469,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9470,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9471,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9472,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9473,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9474,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9475,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9476,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9477,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9478,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9479,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9480,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9481,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9482,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9483,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9484,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9485,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9486,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9487,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9488,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9489,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9490,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9491,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9492,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9493,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9494,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9495,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9496,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9497,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9498,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9499,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9500,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9501,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9502,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9503,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9504,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9505,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9506,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9507,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9508,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9509,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9510,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9511,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9512,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9513,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9514,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9515,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9516,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9517,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9518,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9519,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9520,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9521,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9522,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9523,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9524,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9525,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9526,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9527,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9528,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9529,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9530,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9531,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9532,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9533,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9534,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9535,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9536,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9537,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9538,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9539,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9540,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9541,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9542,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9543,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9544,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9545,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9546,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9547,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9548,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9549,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9550,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9551,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9552,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9553,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9554,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9555,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9556,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9557,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9558,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9559,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9560,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9561,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9562,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9563,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9564,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9565,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9566,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9567,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9568,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9569,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9570,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9571,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9572,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
9573,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
9574,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
9575,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
9576,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
9577,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
9578,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
9579,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
9580,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
9581,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
9582,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
9583,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
9584,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
9585,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
9586,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
9587,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
9588,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
9589,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
9590,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
9591,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
9592,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
